order_date,product,quantity,amount
2019-07-10,p1012751,1,1250
2019-07-10,p1012751,1,1250
2019-07-10,p1013161,1,2950
2019-07-10,p1005891,1,1950
2019-07-10,p1026741,1,3227
2019-07-10,p1162631,1,4600
2019-07-10,p1012641,1,1100
2019-07-10,p1012761,1,1900
2019-07-10,p1072601,1,4600
2019-07-10,p1026741,1,3227
2019-07-10,p1284851,2,5500
2019-07-10,p1001771,1,3600
2019-07-10,p1001771,1,3600
2019-07-10,p1233511,1,1900
2019-07-10,p1127201,1,3727
2019-07-10,p1052661,1,1455
2019-07-10,p1097831,1,1455
2019-07-10,p1191881,2,3500
2019-07-10,p1159481,1,1650
2019-07-10,p1175481,1,1300
2019-07-10,p1127201,1,3727
2019-07-10,p1072601,1,4600
2019-07-10,p1005891,2,3900
2019-07-10,p1012761,1,1900
2019-07-10,p1030071,1,2450
2019-07-10,p1191881,1,1750
2019-07-10,p1012761,1,1900
2019-07-10,p1036481,1,1050
2019-07-10,p1012951,1,1200
2019-07-10,p1012641,1,1100
2019-07-10,p1191881,1,1750
2019-07-10,p1162631,2,9200
2019-07-10,p1097591,1,600
2019-07-11,p1175481,1,1300
2019-07-11,p1231011,1,909
2019-07-11,p1012751,1,1250
2019-07-11,p1030071,1,2050
2019-07-11,p1097821,1,909
2019-07-11,p1159481,1,1650
2019-07-11,p1200641,1,4600
2019-07-11,p1284851,1,2750
2019-07-11,p1159481,1,1650
2019-07-11,p1005891,2,3900
2019-07-11,p1030071,1,2050
2019-07-11,p1191881,1,1750
2019-07-11,p1231011,1,909
2019-07-11,p1097821,2,1818
2019-07-11,p1052661,1,1318
2019-07-11,p1030071,2,4100
2019-07-11,p1097831,1,1318
2019-07-11,p1030071,1,2050
2019-07-11,p1191881,1,1750
2019-07-11,p1200641,1,4600
2019-07-11,p1159481,1,1650
2019-07-11,p1211951,1,1700
2019-07-11,p1233511,1,1900
2019-07-11,p1175481,1,1300
2019-07-11,p1211951,1,1700
2019-07-11,p1005891,1,1950
2019-07-11,p1072601,1,4600
2019-07-11,p1133371,1,1000
2019-07-11,p1072601,1,4600
2019-07-11,p1005891,1,1950
2019-07-11,p1012751,1,1250
2019-07-11,p1097821,1,909
2019-07-11,p1152861,2,2182
2019-07-11,p1127201,1,3727
2019-07-11,p1052661,1,1318
2019-07-11,p1052661,1,1318
2019-07-11,p1011291,1,273
2019-07-11,p1284851,2,5500
2019-07-11,p1012581,1,1050
2019-07-11,p1005771,1,1850
2019-07-11,p1012761,2,3800
2019-07-11,p1133371,1,1000
2019-07-11,p1127201,1,3540
2019-07-11,p1012761,1,1900
2019-07-11,p1097821,1,909
2019-07-11,p1013251,1,1650
2019-07-11,p1030071,1,2050
2019-07-11,p1012761,1,1900
2019-07-11,p1012581,1,1050
2019-07-11,p1133371,1,1000
2019-07-11,p1005891,2,3900
2019-07-11,p1097821,1,909
2019-07-11,p1175481,1,1300
2019-07-11,p1072601,1,4600
2019-07-11,p1162631,1,4600
2019-07-11,p1175481,1,1300
2019-07-11,p1149401,1,909
2019-07-11,p1005891,2,3900
2019-07-11,p1012751,1,1250
2019-07-11,p1001771,1,3600
2019-07-11,p1149401,1,909
2019-07-11,p1152861,1,1091
2019-07-11,p1052661,1,1318
2019-07-11,p1284851,1,2750
2019-07-11,p1013161,1,2950
2019-07-11,p1200641,1,4600
2019-07-11,p1030071,1,2050
2019-07-11,p1011291,2,546
2019-07-11,p1012581,3,3150
2019-07-11,p1005771,1,1850
2019-07-11,p1005771,1,1850
2019-07-11,p1006411,1,1091
2019-07-11,p1072601,2,9200
2019-07-11,p1097821,1,909
2019-07-11,p1256521,1,1850
2019-07-11,p1005891,1,1950
2019-07-11,p1149401,2,1818
2019-07-11,p1149411,2,2000
2019-07-11,p1152861,2,2182
2019-07-11,p1100371,1,400
2019-07-11,p1231011,2,1818
2019-07-11,p1175481,1,1300
2019-07-11,p1284851,1,2750
2019-07-11,p1127201,1,3727
2019-07-11,p1284851,1,2750
2019-07-11,p1284851,1,2750
2019-07-11,p1052661,2,2636
2019-07-11,p1097831,1,1318
2019-07-11,p1012951,1,840
2019-07-11,p1030071,1,2050
2019-07-11,p1030071,1,2050
2019-07-11,p1005891,1,1950
2019-07-11,p1100371,5,2000
2019-07-11,p1231011,2,1818
2019-07-11,p1149401,1,909
2019-07-11,p1149411,1,1000
2019-07-11,p1152861,2,2182
2019-07-11,p1237811,1,8000
2019-07-11,p1072601,1,4600
2019-07-11,p1072601,1,4600
2019-07-11,p1097591,1,600
2019-07-11,p1097831,1,1318
2019-07-11,p1246581,1,1136
2019-07-11,p1256521,1,1850
2019-07-11,p1013251,1,1650
2019-07-11,p1012641,1,1400
2019-07-11,p1012761,1,1900
2019-07-11,p1072601,1,4600
2019-07-11,p1159481,1,1650
2019-07-11,p1284851,1,2750
2019-07-11,p1005771,1,1850
2019-07-11,p1233511,1,1900
2019-07-11,p1013161,1,2950
2019-07-11,p1005771,1,1850
2019-07-11,p1005891,3,5850
2019-07-11,p1030071,1,2050
2019-07-11,p1284851,1,2750
2019-07-11,p1052661,1,1318
2019-07-11,p1133371,5,5000
2019-07-11,p1162631,1,4600
2019-07-11,p1012951,1,1200
2019-07-11,p1005891,1,1950
2019-07-11,p1012951,1,1200
2019-07-11,p1233511,1,1900
2019-07-11,p1231011,2,1818
2019-07-11,p1255281,1,1182
2019-07-11,p1054261,2,3728
2019-07-11,p1246581,6,6816
2019-07-11,p1133371,2,2000
2019-07-11,p1097821,1,909
2019-07-11,p1175481,1,1300
2019-07-11,p1191881,1,1750
2019-07-11,p1012641,1,1400
2019-07-11,p1005771,1,1850
2019-07-11,p1005771,2,3700
2019-07-11,p1036481,1,1050
2019-07-11,p1284851,1,2750
2019-07-11,p1005891,1,1950
2019-07-11,p1012951,1,1200
2019-07-11,p1097821,2,1818
2019-07-11,p1175481,1,1300
2019-07-11,p1152861,2,2182
2019-07-11,p1026741,1,3227
2019-07-11,p1005771,2,3700
2019-07-11,p1012581,1,1050
2019-07-11,p1133371,2,2000
2019-07-11,p1052661,1,1318
2019-07-11,p1011291,2,546
2019-07-11,p1175481,1,1300
2019-07-11,p1001771,1,3600
2019-07-11,p1191881,1,1750
2019-07-11,p1152861,2,2182
2019-07-11,p1200641,1,4600
2019-07-11,p1030071,1,2050
2019-07-11,p1175481,1,1300
2019-07-11,p1006281,1,777
2019-07-11,p1006411,1,982
2019-07-11,p1012641,1,1400
2019-07-11,p1012881,1,1600
2019-07-11,p1012951,1,1200
2019-07-11,p1072601,1,4600
2019-07-11,p1001771,1,3600
2019-07-11,p1127201,1,3727
2019-07-11,p1012581,1,1050
2019-07-11,p1246581,1,1136
2019-07-11,p1100371,1,400
2019-07-11,p1284851,2,5500
2019-07-11,p1284851,1,2750
2019-07-11,p1097591,1,600
2019-07-11,p1005771,1,1850
2019-07-11,p1012641,1,1400
2019-07-11,p1012751,1,1125
2019-07-11,p1012581,1,1050
2019-07-11,p1012751,1,1250
2019-07-11,p1030071,1,2050
2019-07-11,p1005771,1,1850
2019-07-11,p1133371,1,1000
2019-07-11,p1200641,1,4600
2019-07-11,p1284851,1,2750
2019-07-11,p1162631,1,4600
2019-07-11,p1127201,2,7454
2019-07-11,p1012581,1,1050
2019-07-11,p1097821,3,2727
2019-07-11,p1005771,1,1850
2019-07-11,p1005891,1,1950
2019-07-11,p1054261,1,1864
2019-07-11,p1097821,1,909
2019-07-12,p1284851,1,2750
2019-07-12,p1237811,1,8000
2019-07-12,p1097821,1,909
2019-07-12,p1097831,1,1318
2019-07-12,p1119071,1,1091
2019-07-12,p1030071,1,2050
2019-07-12,p1097821,1,909
2019-07-12,p1246581,3,3408
2019-07-12,p1235451,1,1227
2019-07-12,p1011291,1,273
2019-07-12,p1012581,1,1050
2019-07-12,p1175481,1,1300
2019-07-12,p1013251,1,1650
2019-07-12,p1233511,1,1900
2019-07-12,p1072601,1,4600
2019-07-12,p1133371,1,1000
2019-07-12,p1200641,1,4600
2019-07-12,p1175481,1,1300
2019-07-12,p1005771,1,1850
2019-07-12,p1005891,1,1950
2019-07-12,p1284851,1,2750
2019-07-12,p1012751,1,1250
2019-07-12,p1005771,1,1850
2019-07-12,p1005891,1,1950
2019-07-12,p1237811,1,8000
2019-07-12,p1231011,1,909
2019-07-12,p1127201,1,3727
2019-07-12,p1152861,2,2182
2019-07-12,p1175481,1,1300
2019-07-12,p1072601,1,4600
2019-07-12,p1026741,1,3227
2019-07-12,p1175481,1,1300
2019-07-12,p1005771,1,1850
2019-07-12,p1246581,3,3408
2019-07-12,p1200641,1,4600
2019-07-12,p1235451,1,1227
2019-07-12,p1097821,1,909
2019-07-12,p1175481,1,1300
2019-07-12,p1231011,1,909
2019-07-12,p1054261,1,1864
2019-07-12,p1005771,1,1850
2019-07-12,p1100371,4,1600
2019-07-12,p1052661,5,6590
2019-07-12,p1026741,1,3227
2019-07-12,p1005891,1,1950
2019-07-12,p1175481,1,1300
2019-07-12,p1097831,1,1318
2019-07-12,p1200641,1,4600
2019-07-12,p1237811,1,8000
2019-07-12,p1013251,1,1650
2019-07-12,p1005891,1,1950
2019-07-12,p1233511,1,1900
2019-07-12,p1231011,3,2727
2019-07-12,p1005621,1,2900
2019-07-12,p1149401,1,909
2019-07-12,p1006411,1,1091
2019-07-12,p1030071,3,5841
2019-07-12,p1012761,1,1330
2019-07-12,p1246581,1,1136
2019-07-12,p1036481,4,4200
2019-07-12,p1005891,2,3900
2019-07-12,p1097831,1,1318
2019-07-12,p1054261,1,1864
2019-07-12,p1234751,1,909
2019-07-12,p1175481,1,1300
2019-07-12,p1246581,1,1136
2019-07-12,p1001771,1,3600
2019-07-12,p1175481,1,1300
2019-07-12,p1233511,1,1900
2019-07-12,p1005771,1,1850
2019-07-12,p1012761,1,1900
2019-07-12,p1012641,1,1400
2019-07-12,p1030071,3,6150
2019-07-12,p1001771,6,20514
2019-07-12,p1052661,2,2636
2019-07-12,p1097821,1,909
2019-07-12,p1097831,1,1318
2019-07-12,p1012581,1,1050
2019-07-12,p1072601,1,4600
2019-07-12,p1119071,2,2182
2019-07-12,p1233511,1,1900
2019-07-12,p1012751,1,1250
2019-07-12,p1284851,1,2750
2019-07-12,p1005621,1,2900
2019-07-12,p1005891,2,3900
2019-07-12,p1237811,2,16000
2019-07-12,p1013251,2,3300
2019-07-12,p1052661,5,6590
2019-07-12,p1149381,2,2364
2019-07-12,p1149401,2,1818
2019-07-12,p1149411,2,2000
2019-07-12,p1233511,1,1900
2019-07-12,p1231011,2,1818
2019-07-12,p1149411,1,1000
2019-07-12,p1005771,1,1850
2019-07-12,p1231011,2,1818
2019-07-12,p1284851,1,2750
2019-07-12,p1152861,2,2182
2019-07-12,p1119071,2,2182
2019-07-12,p1233511,1,1900
2019-07-12,p1005771,1,1757
2019-07-12,p1097831,1,1318
2019-07-12,p1139701,1,1045
2019-07-12,p1097831,1,1318
2019-07-12,p1052661,1,1318
2019-07-12,p1054261,2,3728
2019-07-12,p1097821,3,2727
2019-07-12,p1012881,1,1600
2019-07-12,p1012761,1,1900
2019-07-12,p1072601,1,4600
2019-07-12,p1072601,2,9200
2019-07-12,p1246581,1,1136
2019-07-12,p1119071,1,1091
2019-07-12,p1231011,1,909
2019-07-12,p1072601,1,4600
2019-07-12,p1026741,2,6454
2019-07-12,p1012761,1,1900
2019-07-12,p1005891,1,1950
2019-07-12,p1012581,1,1050
2019-07-12,p1012641,1,1400
2019-07-12,p1119071,1,1091
2019-07-12,p1097831,4,5272
2019-07-12,p1234751,1,909
2019-07-12,p1237811,1,8000
2019-07-12,p1175481,1,1300
2019-07-12,p1013161,1,2950
2019-07-12,p1127201,1,3727
2019-07-12,p1072601,1,4600
2019-07-12,p1005771,1,1850
2019-07-12,p1237811,2,16000
2019-07-12,p1001771,1,3600
2019-07-12,p1013251,1,1650
2019-07-12,p1149411,1,1000
2019-07-12,p1149381,1,1182
2019-07-12,p1211951,1,1190
2019-07-12,p1072601,1,4600
2019-07-12,p1012581,2,2100
2019-07-12,p1012751,1,1250
2019-07-12,p1072601,1,4600
2019-07-12,p1097591,1,600
2019-07-12,p1097821,1,909
2019-07-12,p1013161,1,2950
2019-07-12,p1013251,1,1650
2019-07-12,p1175481,1,1300
2019-07-12,p1005891,1,1950
2019-07-12,p1211951,1,1190
2019-07-12,p1012761,1,1330
2019-07-12,p1013251,1,1650
2019-07-12,p1005621,1,2900
2019-07-12,p1012751,1,1250
2019-07-12,p1013161,1,2950
2019-07-12,p1097831,1,1318
2019-07-12,p1100371,1,400
2019-07-12,p1011291,1,273
2019-07-12,p1072601,1,4600
2019-07-12,p1030071,1,2050
2019-07-12,p1013251,1,1650
2019-07-12,p1211951,1,1190
2019-07-12,p1175481,1,1300
2019-07-12,p1013251,1,1650
2019-07-12,p1233511,1,1900
2019-07-12,p1005891,1,1950
2019-07-12,p1149401,1,909
2019-07-12,p1246581,2,2272
2019-07-12,p1175481,1,1300
2019-07-13,p1175481,1,1300
2019-07-13,p1234751,1,909
2019-07-13,p1237811,1,8000
2019-07-13,p1013161,1,2950
2019-07-13,p1036481,1,1050
2019-07-13,p1036481,1,735
2019-07-13,p1052661,1,1318
2019-07-13,p1097821,1,909
2019-07-13,p1127201,1,3727
2019-07-13,p1175481,1,1300
2019-07-13,p1175481,1,1300
2019-07-13,p1026741,1,3227
2019-07-13,p1149411,1,1000
2019-07-13,p1231011,1,909
2019-07-13,p1246581,1,1136
2019-07-13,p1149391,1,909
2019-07-13,p1152861,1,1091
2019-07-13,p1246581,2,2272
2019-07-13,p1012881,1,1600
2019-07-13,p1013251,1,1650
2019-07-13,p1246581,1,1136
2019-07-13,p1255281,1,1182
2019-07-13,p1200641,1,4600
2019-07-13,p1072601,1,4600
2019-07-13,p1012881,1,1600
2019-07-13,p1013251,1,1650
2019-07-13,p1012751,1,1250
2019-07-13,p1030071,1,2050
2019-07-13,p1149411,1,1000
2019-07-13,p1005771,1,1850
2019-07-13,p1052661,2,2636
2019-07-13,p1005771,1,1850
2019-07-13,p1097821,2,1818
2019-07-13,p1175481,1,1300
2019-07-13,p1200641,1,4600
2019-07-13,p1005771,1,1850
2019-07-13,p1012581,1,1050
2019-07-13,p1013251,1,1650
2019-07-13,p1237811,1,8000
2019-07-13,p1012751,1,1250
2019-07-13,p1012881,1,1600
2019-07-13,p1149411,1,1000
2019-07-13,p1149381,1,1182
2019-07-13,p1005621,1,2900
2019-07-13,p1012581,1,1050
2019-07-13,p1149381,4,4728
2019-07-13,p1149411,4,4000
2019-07-13,p1152861,2,2182
2019-07-13,p1012881,1,1600
2019-07-13,p1256521,2,3700
2019-07-13,p1175481,2,2600
2019-07-13,p1231011,8,7272
2019-07-13,p1012881,1,1600
2019-07-13,p1005771,1,1850
2019-07-13,p1246581,1,1136
2019-07-13,p1030071,1,2050
2019-07-13,p1233511,1,1900
2019-07-13,p1162631,1,4600
2019-07-13,p1012581,1,1050
2019-07-13,p1097591,1,600
2019-07-13,p1255281,2,2364
2019-07-13,p1231011,5,4545
2019-07-13,p1255281,1,1182
2019-07-13,p1246581,2,2272
2019-07-13,p1284851,1,2750
2019-07-13,p1246581,2,2272
2019-07-13,p1175481,1,1300
2019-07-13,p1005771,1,1850
2019-07-13,p1001771,1,3600
2019-07-13,p1001771,1,3600
2019-07-13,p1013251,1,1650
2019-07-13,p1097821,2,1818
2019-07-13,p1097831,2,2636
2019-07-13,p1231011,2,1818
2019-07-13,p1246581,6,6816
2019-07-13,p1030071,2,4100
2019-07-13,p1052661,1,1318
2019-07-13,p1149381,1,1182
2019-07-13,p1149401,1,909
2019-07-13,p1152861,1,1091
2019-07-13,p1005891,1,1950
2019-07-13,p1200641,2,9200
2019-07-13,p1149381,2,2364
2019-07-13,p1030071,1,2050
2019-07-13,p1284851,2,5500
2019-07-13,p1005771,1,1850
2019-07-13,p1036481,2,2100
2019-07-13,p1005891,1,1950
2019-07-13,p1072601,1,4600
2019-07-13,p1284851,1,2750
2019-07-13,p1237811,1,8000
2019-07-13,p1030071,1,2050
2019-07-13,p1237811,1,8000
2019-07-13,p1162631,1,4600
2019-07-13,p1005771,1,1850
2019-07-13,p1231011,2,1818
2019-07-13,p1149391,2,1818
2019-07-13,p1149401,2,1818
2019-07-13,p1149411,2,2000
2019-07-13,p1149381,2,2364
2019-07-13,p1133371,1,1000
2019-07-13,p1012641,1,1400
2019-07-13,p1072601,1,4600
2019-07-13,p1127201,1,3727
2019-07-13,p1231011,1,909
2019-07-13,p1054261,1,1864
2019-07-13,p1149401,1,909
2019-07-13,p1231011,1,909
2019-07-13,p1235451,1,1227
2019-07-13,p1162631,1,4600
2019-07-13,p1233511,1,1900
2019-07-13,p1246581,1,1136
2019-07-13,p1013251,1,1650
2019-07-13,p1246581,3,3408
2019-07-13,p1005891,1,1950
2019-07-13,p1001771,1,3600
2019-07-13,p1149391,4,3636
2019-07-13,p1030071,1,2050
2019-07-13,p1256521,3,5550
2019-07-13,p1284851,1,2750
2019-07-13,p1012751,1,1250
2019-07-13,p1005771,1,1850
2019-07-13,p1139701,1,1045
2019-07-13,p1097591,1,600
2019-07-13,p1026741,2,6454
2019-07-13,p1005891,1,1950
2019-07-13,p1012751,1,1250
2019-07-13,p1100371,2,800
2019-07-13,p1175481,1,1300
2019-07-13,p1005771,1,1850
2019-07-13,p1005891,2,3900
2019-07-13,p1237811,1,8000
2019-07-13,p1149401,1,909
2019-07-13,p1231011,1,909
2019-07-13,p1237811,1,8000
2019-07-13,p1012951,1,1200
2019-07-13,p1237811,1,8000
2019-07-13,p1013251,1,1650
2019-07-13,p1175481,1,1300
2019-07-13,p1013251,1,1650
2019-07-13,p1012951,1,1200
2019-07-13,p1072601,3,13800
2019-07-13,p1149391,2,1818
2019-07-13,p1149401,2,1818
2019-07-13,p1149411,2,2000
2019-07-13,p1149381,2,2364
2019-07-13,p1231011,3,2727
2019-07-13,p1030071,1,2050
2019-07-13,p1133371,3,3000
2019-07-13,p1100371,1,400
2019-07-13,p1005891,1,1950
2019-07-13,p1005621,1,2900
2019-07-13,p1127201,1,3727
2019-07-13,p1013251,1,1650
2019-07-13,p1054261,1,1864
2019-07-14,p1149381,1,1182
2019-07-14,p1144371,1,1250
2019-07-14,p1231011,3,2727
2019-07-14,p1152861,1,1091
2019-07-14,p1052661,1,1318
2019-07-14,p1139681,1,909
2019-07-14,p1139701,1,1045
2019-07-14,p1036481,1,1050
2019-07-14,p1284851,2,5500
2019-07-14,p1005891,1,1950
2019-07-14,p1005771,1,1850
2019-07-14,p1030071,2,4100
2019-07-14,p1072601,1,4600
2019-07-14,p1144371,1,1250
2019-07-14,p1012761,1,1900
2019-07-14,p1237811,1,8000
2019-07-14,p1005891,1,1950
2019-07-14,p1097591,2,1200
2019-07-14,p1175481,1,1300
2019-07-14,p1200641,1,4600
2019-07-14,p1152861,1,1091
2019-07-14,p1026741,2,6454
2019-07-14,p1097591,1,600
2019-07-14,p1012751,1,1250
2019-07-14,p1072601,1,4600
2019-07-14,p1144371,1,1250
2019-07-14,p1012761,1,1900
2019-07-14,p1005771,1,1850
2019-07-14,p1072601,1,4600
2019-07-14,p1030071,1,2050
2019-07-14,p1149381,2,2364
2019-07-14,p1149411,2,2000
2019-07-14,p1152861,2,2182
2019-07-14,p1211951,1,1700
2019-07-14,p1231011,2,1818
2019-07-14,p1284851,1,2750
2019-07-14,p1149411,1,1000
2019-07-14,p1127201,1,3727
2019-07-14,p1139701,2,2090
2019-07-14,p1246581,1,1136
2019-07-14,p1284851,1,2750
2019-07-14,p1013251,1,1650
2019-07-14,p1030071,1,2050
2019-07-14,p1072601,1,4600
2019-07-14,p1162631,1,4600
2019-07-14,p1100371,5,2000
2019-07-14,p1013251,1,1650
2019-07-14,p1005771,1,1850
2019-07-14,p1200641,1,4600
2019-07-14,p1012881,1,1600
2019-07-14,p1012641,1,1400
2019-07-14,p1012751,1,1250
2019-07-14,p1054261,1,1864
2019-07-14,p1026741,2,6454
2019-07-14,p1013251,1,1650
2019-07-14,p1152861,1,1091
2019-07-14,p1284851,1,2750
2019-07-14,p1231011,1,909
2019-07-14,p1072601,2,9200
2019-07-14,p1152861,1,1091
2019-07-14,p1200641,2,9200
2019-07-14,p1237811,1,8000
2019-07-14,p1200641,1,4600
2019-07-14,p1144371,1,1250
2019-07-14,p1152861,2,2182
2019-07-14,p1012751,1,1250
2019-07-14,p1012761,1,1900
2019-07-14,p1144371,2,2500
2019-07-14,p1149401,1,909
2019-07-14,p1013161,1,2950
2019-07-14,p1012751,1,1250
2019-07-14,p1159481,2,3300
2019-07-14,p1175481,1,1300
2019-07-14,p1139701,1,1045
2019-07-14,p1144371,1,1250
2019-07-14,p1012881,1,1600
2019-07-14,p1144371,2,2500
2019-07-14,p1127201,1,3727
2019-07-14,p1200641,1,4600
2019-07-14,p1006281,1,864
2019-07-14,p1284851,2,5500
2019-07-14,p1200641,1,4600
2019-07-14,p1119071,1,1091
2019-07-14,p1246581,2,2272
2019-07-14,p1026741,1,3227
2019-07-14,p1012751,1,1250
2019-07-14,p1284851,2,5500
2019-07-14,p1005891,4,7800
2019-07-14,p1144371,1,1250
2019-07-14,p1231011,1,909
2019-07-14,p1233511,1,1900
2019-07-14,p1012761,1,1900
2019-07-14,p1005891,1,1950
2019-07-14,p1012881,1,1600
2019-07-14,p1005891,1,1950
2019-07-14,p1072601,2,9200
2019-07-14,p1152861,1,1091
2019-07-14,p1149381,1,1182
2019-07-14,p1097831,2,2636
2019-07-14,p1097821,1,909
2019-07-14,p1052661,1,1318
2019-07-14,p1231011,1,909
2019-07-14,p1231011,2,1818
2019-07-14,p1072601,1,4600
2019-07-14,p1139681,2,1818
2019-07-14,p1139701,2,2090
2019-07-14,p1211951,1,1700
2019-07-14,p1144371,1,1250
2019-07-14,p1284851,3,8250
2019-07-14,p1233511,1,1900
2019-07-14,p1175481,1,1300
2019-07-14,p1012641,1,1400
2019-07-14,p1005891,1,1950
2019-07-14,p1012581,2,2100
2019-07-14,p1012881,1,1600
2019-07-14,p1012761,1,1520
2019-07-14,p1013161,1,2950
2019-07-14,p1005891,1,1950
2019-07-14,p1005771,1,1850
2019-07-14,p1012581,2,2100
2019-07-14,p1175481,1,1300
2019-07-14,p1149411,4,4000
2019-07-14,p1149401,1,909
2019-07-14,p1152861,1,1091
2019-07-14,p1211951,1,1700
2019-07-14,p1005621,1,2900
2019-07-14,p1072601,1,4600
2019-07-14,p1026741,1,3227
2019-07-14,p1175481,1,1300
2019-07-14,p1012951,1,1200
2019-07-14,p1246581,2,2272
2019-07-14,p1237811,1,7200
2019-07-14,p1097831,1,1318
2019-07-14,p1012581,1,1050
2019-07-14,p1012641,1,1400
2019-07-14,p1231011,2,1818
2019-07-14,p1144371,1,1250
2019-07-14,p1072601,1,4600
2019-07-14,p1144371,1,1250
2019-07-14,p1072601,1,4600
2019-07-14,p1211951,1,1700
2019-07-14,p1175481,1,1300
2019-07-14,p1012751,1,1250
2019-07-14,p1005891,1,1950
2019-07-14,p1175481,1,1300
2019-07-14,p1013251,1,1650
2019-07-14,p1233511,1,1900
2019-07-14,p1012751,1,1250
2019-07-14,p1005891,1,1950
2019-07-14,p1200641,1,4600
2019-07-14,p1144371,1,1250
2019-07-14,p1234751,1,909
2019-07-14,p1231011,1,909
2019-07-14,p1139681,1,909
2019-07-14,p1005891,1,1950
2019-07-14,p1097821,2,1818
2019-07-14,p1175481,1,1300
2019-07-14,p1175481,1,1300
2019-07-14,p1005771,1,1850
2019-07-14,p1012881,1,1600
2019-07-14,p1144371,2,2500
2019-07-14,p1233511,1,1900
2019-07-14,p1144371,1,1250
2019-07-14,p1149381,2,2364
2019-07-14,p1149401,1,909
2019-07-14,p1119071,1,1091
2019-07-14,p1036481,1,1050
2019-07-14,p1005771,1,1850
2019-07-14,p1284851,1,2750
2019-07-14,p1005891,1,1950
2019-07-14,p1026741,1,3227
2019-07-15,p1012641,1,1400
2019-07-15,p1200641,1,4600
2019-07-15,p1144371,1,1250
2019-07-15,p1175481,1,1300
2019-07-15,p1005891,1,1950
2019-07-15,p1012751,1,1250
2019-07-15,p1211951,1,1700
2019-07-15,p1012581,2,2100
2019-07-15,p1012751,1,1250
2019-07-15,p1012761,1,1900
2019-07-15,p1013251,1,1650
2019-07-15,p1144371,1,1250
2019-07-15,p1149411,2,2000
2019-07-15,p1234751,1,909
2019-07-15,p1246581,4,4544
2019-07-15,p1200641,1,4600
2019-07-15,p1030071,1,2050
2019-07-15,p1211951,1,1700
2019-07-15,p1036481,1,1050
2019-07-15,p1200641,1,4600
2019-07-15,p1200641,1,4600
2019-07-15,p1231011,3,2727
2019-07-15,p1231011,1,909
2019-07-15,p1255281,1,1182
2019-07-15,p1012761,1,1900
2019-07-15,p1005771,1,1850
2019-07-15,p1149401,1,909
2019-07-15,p1231011,2,1818
2019-07-15,p1235451,1,1227
2019-07-15,p1005891,2,3900
2019-07-15,p1149381,1,1182
2019-07-15,p1149401,1,909
2019-07-15,p1097821,1,909
2019-07-15,p1284851,2,5500
2019-07-15,p1200641,1,4600
2019-07-15,p1030071,1,2050
2019-07-15,p1231011,2,1818
2019-07-15,p1149381,2,2364
2019-07-15,p1005891,1,1950
2019-07-15,p1284851,1,2750
2019-07-15,p1144371,1,1250
2019-07-15,p1054261,2,3728
2019-07-15,p1162631,1,4600
2019-07-15,p1012751,1,1250
2019-07-15,p1144371,1,1250
2019-07-15,p1072601,1,4600
2019-07-15,p1012761,3,5529
2019-07-15,p1200641,1,4600
2019-07-15,p1149381,1,1182
2019-07-15,p1005891,1,1950
2019-07-15,p1011291,2,546
2019-07-15,p1030071,2,4100
2019-07-15,p1052661,1,1318
2019-07-15,p1054261,1,1864
2019-07-15,p1097831,1,1318
2019-07-15,p1005891,1,1950
2019-07-15,p1144371,2,2500
2019-07-15,p1005891,2,3900
2019-07-15,p1246581,1,1136
2019-07-15,p1012751,1,1250
2019-07-15,p1162631,2,9200
2019-07-15,p1175481,1,1300
2019-07-15,p1233511,1,1900
2019-07-15,p1012751,1,1250
2019-07-15,p1013161,1,2950
2019-07-15,p1175481,1,1300
2019-07-15,p1175481,1,1300
2019-07-15,p1005891,2,3900
2019-07-15,p1175481,1,1300
2019-07-15,p1012581,1,1050
2019-07-15,p1159481,1,1650
2019-07-15,p1013251,1,1650
2019-07-15,p1233511,1,1900
2019-07-15,p1013251,1,1650
2019-07-15,p1011291,1,273
2019-07-15,p1246581,2,2272
2019-07-15,p1005771,1,1850
2019-07-15,p1175481,1,1300
2019-07-15,p1144371,1,1250
2019-07-15,p1012761,1,1900
2019-07-15,p1149391,3,2727
2019-07-15,p1005891,1,1950
2019-07-15,p1012881,1,1600
2019-07-15,p1012751,1,1250
2019-07-15,p1005771,1,1850
2019-07-15,p1013251,1,1650
2019-07-15,p1012581,1,1050
2019-07-15,p1030071,1,2050
2019-07-15,p1246581,1,1136
2019-07-15,p1144371,1,1250
2019-07-15,p1097821,1,909
2019-07-15,p1097831,1,1318
2019-07-15,p1149381,2,2364
2019-07-15,p1012951,1,1200
2019-07-15,p1005771,1,1850
2019-07-15,p1144371,2,2500
2019-07-15,p1144371,1,1250
2019-07-15,p1231011,2,1818
2019-07-15,p1072601,1,4600
2019-07-15,p1100371,2,800
2019-07-15,p1284851,1,2750
2019-07-15,p1234751,8,7272
2019-07-15,p1152861,2,2182
2019-07-15,p1175481,1,1300
2019-07-15,p1012951,1,1200
2019-07-15,p1012751,1,1250
2019-07-15,p1149391,2,1818
2019-07-15,p1005891,1,1950
2019-07-15,p1144371,1,1250
2019-07-15,p1006411,1,1091
2019-07-15,p1012581,1,1050
2019-07-15,p1012641,1,1400
2019-07-15,p1012881,1,1600
2019-07-15,p1211951,1,1700
2019-07-15,p1144371,1,1250
2019-07-15,p1144371,1,1250
